name,reviews,review_datetime_utc,Location_Unique,Status,Lat,Long,Translated_Review,Sentiment_Score,O2_mg/l,O2_%,T_oC,ZICHT_m,INTTNLETRCCN_nKVE/dl,E_COLI_nKVE/dl,CHLFa_ug/l_blauwalg,FG,TG,SQ,DR,RH,Amenities_Score,Normalized_Amenities_Score
Sloterplas Beach,413,2022-07-07,Sloterplas,unofficial,52.3720176,4.822453,"People leave everything and the garbage cans are overflowing.
The toilet is downright filthy.

So people bring your own trash bag!!!
Furthermore and wonderful place to stay",0.6571,,,,,,,,7.0,16.1,3.5,0.3,0.2,2.0,0.14
Sloterplas Beach,413,2022-06-29,Sloterplas,unofficial,52.3720176,4.822453,Been here for the first time with the cat with my neighbor. All 3 of us enjoyed the weather and surroundings.,0.5106,,,,,,,,3.8,20.9,14.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-06-29,Sloterplas,unofficial,52.3720176,4.822453,Love to play beach volleyball there,0.765,,,,,,,,3.8,20.9,14.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-05-20,Sloterplas,unofficial,52.3720176,4.822453,It looked a lot like the beach on the island of Porto Santo in a small spot,0.3612,,,,,,,,4.0,13.5,4.0,3.8,12.5,2.0,0.14
Sloterplas Beach,413,2022-05-13,Sloterplas,unofficial,52.3720176,4.822453,Lovely little beach with some benches where you can sit comfortably. Very nice view of the Sloterplas and the nature around it.,0.8655,,,,,,,,7.6,14.2,10.9,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-05-07,Sloterplas,unofficial,52.3720176,4.822453,One of the coziest city beaches,0.0,,,,,,,,4.1,14.5,8.0,0.5,0.1,2.0,0.14
Sloterplas Beach,413,2022-05-06,Sloterplas,unofficial,52.3720176,4.822453,"It looks like a beautiful and peaceful place, I would love to visit it",0.93,,,,,,,,2.9,14.2,11.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-04-14,Sloterplas,unofficial,52.3720176,4.822453,Nice lake beach to hang out if the weather is good!,0.7177,,,,,,,,3.0,12.2,10.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-03-14,Sloterplas,unofficial,52.3720176,4.822453,Perfect spot to hang out and watch the sun go down ,0.5719,,,,,,,,4.5,9.3,6.6,0.2,0.2,2.0,0.14
Sloterplas Beach,413,2022-03-11,Sloterplas,unofficial,52.3720176,4.822453,A quiet small beach perfect to watch the sunrise and sunset. Worth a visit if you are in that side of town.,0.6808,,,,,,,,6.9,10.0,9.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2022-02-13,Sloterplas,unofficial,52.3720176,4.822453,Beach in the heart of amsterdam,0.0,,,,,,,,7.3,5.7,5.8,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2021-12-21,Sloterplas,unofficial,52.3720176,4.822453,"Nice enough beach, but it has a steep drop off and the swimming area is fairly small.",-0.1901,,,,,,,,1.2,-0.1,6.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-09-18,Sloterplas,unofficial,52.3720176,4.822453,"Fine scandal, clean and cozy.",0.1531,,,,,,,,2.3,16.1,6.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-09-09,Sloterplas,unofficial,52.3720176,4.822453,"Wonderful on nice days. When the weather is nice on weekends, it can be very crowded.",0.8519,,,,,,,,2.7,19.9,10.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-08-28,Sloterplas,unofficial,52.3720176,4.822453,Lovely beach with a super cool view of the lake. Very clean and safe,0.9447,,,,,,,,5.1,17.2,6.3,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2021-08-15,Sloterplas,unofficial,52.3720176,4.822453,"I like to come there after the crowds are over.
I find my peace there, beautiful view, you can sit there nicely, on the sand, on the grass or at the benches with tables.",0.9153,,,,,,,,5.6,19.5,9.5,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-07-30,Sloterplas,unofficial,52.3720176,4.822453,Great space in a great city,0.8481,,,,,,,,5.9,16.9,3.8,3.4,13.8,2.0,0.14
Sloterplas Beach,413,2021-07-20,Sloterplas,unofficial,52.3720176,4.822453,Beautiful day,0.5994,,,,,,,,1.7,18.2,12.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-27,Sloterplas,unofficial,52.3720176,4.822453,"Fine beach! Pretty quiet today despite the lovely weather. The water was nice, but quite murky. I miss some showers so people can rinse off after swimming",0.0871,,,,,,,,4.9,20.1,8.1,2.7,18.4,2.0,0.14
Sloterplas Beach,413,2021-06-21,Sloterplas,unofficial,52.3720176,4.822453,Excelent place to relax and fun,0.7351,,,,,,,,5.0,13.8,0.0,10.5,12.6,2.0,0.14
Sloterplas Beach,413,2021-06-17,Sloterplas,unofficial,52.3720176,4.822453,Love that it has volley court there,0.6369,,,24.6,1.3,,,,4.4,23.1,8.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-14,Sloterplas,unofficial,52.3720176,4.822453,Always wonderful swimming and relaxed atmosphere,0.7845,,,22.5,1.0,30.0,160.0,0.6,3.6,19.7,14.5,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-10,Sloterplas,unofficial,52.3720176,4.822453,Nice,0.4215,,,,,,,,2.8,18.5,14.9,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-03,Sloterplas,unofficial,52.3720176,4.822453,"Nice small beach, can get quite crowded in summer. No dogs and BBQs allowed. There are also toilets available (at least now), and it is next to Hotel Buiten which is a great place where to eat as well.",0.7783,3.6,41.0,20.7,0.4,,,,3.8,19.6,10.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-01,Sloterplas,unofficial,52.3720176,4.822453,"It was a funny place for kids and adults 
Kids were swimming, adults were sunbathing, playing volleyball, and few of them were swimming as well",0.7003,2.2,23.0,17.6,0.8,,,0.5,3.7,18.8,15.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-06-01,Sloterplas,unofficial,52.3720176,4.822453,Always top,0.2023,2.2,23.0,17.6,0.8,,,0.5,3.7,18.8,15.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-05-21,Sloterplas,unofficial,52.3720176,4.822453,Yacht parking,0.0,,,,,,,,12.0,12.5,4.5,2.5,1.5,2.0,0.14
Sloterplas Beach,413,2021-05-21,Sloterplas,unofficial,52.3720176,4.822453,Beautiful place,0.5994,,,,,,,,12.0,12.5,4.5,2.5,1.5,2.0,0.14
Sloterplas Beach,413,2021-05-15,Sloterplas,unofficial,52.3720176,4.822453,Beautiful piece of beach in the middle of the city,0.5994,,,,,,,,2.1,10.5,1.6,1.8,9.8,2.0,0.14
Sloterplas Beach,413,2021-05-14,Sloterplas,unofficial,52.3720176,4.822453,Nice relax time here,0.6908,,,,,,,,2.3,10.9,5.4,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2021-04-27,Sloterplas,unofficial,52.3720176,4.822453,"Delight, only dog owners should keep their dogs on a leash...jumping on children and tables",0.5994,,,,,,,,3.9,9.8,12.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-04-26,Sloterplas,unofficial,52.3720176,4.822453,"We always go there in the morning, as is quiet. Lovely beach for the kids to play",0.7351,,,,,,,,4.3,7.1,13.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-04-03,Sloterplas,unofficial,52.3720176,4.822453,"The beach is very nice, it is surrended by a forest, but it could be dangerous for kids in the water on summer because there is no lifeguards, there have been unpleasants accidents already.",-0.834,,,,,,,,5.2,7.0,5.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-02-21,Sloterplas,unofficial,52.3720176,4.822453,The weather is very sunny,0.4754,,,,,,,,3.9,11.0,6.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-02-14,Sloterplas,unofficial,52.3720176,4.822453,Very nice!!!,0.6084,,,,,,,,6.4,-0.8,7.9,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2021-01-11,Sloterplas,unofficial,52.3720176,4.822453,"Neat beach. Well cleaned up.
Bathing water is marked with buoys.
Mussel banks provide a sandy bottom. This makes it fine to go into the water with bare feet.",0.7096,,,,,,,,7.5,5.9,0.0,4.5,3.7,2.0,0.14
Sloterplas Beach,413,2021-01-11,Sloterplas,unofficial,52.3720176,4.822453,Always nice at the Sloterplas. A nice 1 1/2 hour walk. In all seasons.,0.6808,,,,,,,,7.5,5.9,0.0,4.5,3.7,2.0,0.14
Sloterplas Beach,413,2021-01-01,Sloterplas,unofficial,52.3720176,4.822453,Lovely little beach.,0.5859,,,,,,,,2.3,2.1,1.8,0.7,0.5,2.0,0.14
Sloterplas Beach,413,2020-11-18,Sloterplas,unofficial,52.3720176,4.822453,"To escape from the city's maze. With it's marina on the lake unexpected to be this close to the center. It has a huge welcoming green field perfect for a picnic. Small groups, sometimes with little kids having fun are scattered all over..Relaxed vibe.",0.9124,,,,,,,,7.0,12.5,7.2,1.8,1.8,2.0,0.14
Sloterplas Beach,413,2020-09-22,Sloterplas,unofficial,52.3720176,4.822453,Nice little beach!,0.4753,,,17.3,2.3,,,,1.6,15.1,10.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2020-08-07,Sloterplas,unofficial,52.3720176,4.822453,I love this place,0.6369,,,,,,,,2.1,25.9,14.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2020-08-05,Sloterplas,unofficial,52.3720176,4.822453,"Nice beach, good atmosphere. Spacious enough for a city beach. Sometimes some trash unfortunately. The water is marked off so there is a swimming area.",0.5106,,,,,,,,4.3,20.4,13.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2020-08-04,Sloterplas,unofficial,52.3720176,4.822453,Beautiful,0.5994,3.0,32.0,18.6,0.8,,,0.8,3.0,16.9,13.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2020-07-11,Sloterplas,unofficial,52.3720176,4.822453,Nice place.,0.4215,,,,,,,,3.5,14.7,13.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2020-07-06,Sloterplas,unofficial,52.3720176,4.822453,Nice swimming beach in town.,0.4215,,,18.6,1.0,980.0,210.0,1.0,8.1,14.7,6.4,1.0,1.7,2.0,0.14
Sloterplas Beach,413,2020-07-05,Sloterplas,unofficial,52.3720176,4.822453,"Nice urban beach, relatively undiscovered. Fine for swimming and relaxing, both in the sand and at picnic tables at the edge of the little beach.",0.7783,,,,,,,,10.6,18.0,7.5,1.7,1.0,2.0,0.14
Sloterplas Beach,413,2020-06-16,Sloterplas,unofficial,52.3720176,4.822453,"Nice city outskirts, little parking,awful lot of garbage",0.4215,,,,,,,,1.8,18.1,0.2,2.5,4.4,2.0,0.14
Sloterplas Beach,413,2020-06-05,Sloterplas,unofficial,52.3720176,4.822453,Wonderful,0.5719,,,,,,,,6.0,10.5,3.7,3.7,7.6,2.0,0.14
Sloterplas Beach,413,2020-05-21,Sloterplas,unofficial,52.3720176,4.822453,Very busy but nice,0.6243,,,,,,,,2.5,19.5,14.1,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2020-05-03,Sloterplas,unofficial,52.3720176,4.822453,Ok,0.296,,,,,,,,2.3,11.5,5.1,1.5,0.6,2.0,0.14
Sloterplas Beach,413,2020-01-26,Sloterplas,unofficial,52.3720176,4.822453,Just ok.,0.296,,,,,,,,5.3,5.4,2.5,2.7,1.9,2.0,0.14
Sloterplas Beach,413,2020-01-08,Sloterplas,unofficial,52.3720176,4.822453,Was fun with Luna,0.5106,,,,,,,,6.1,10.4,0.7,4.2,1.5,2.0,0.14
Sloterplas Beach,413,2019-10-10,Sloterplas,unofficial,52.3720176,4.822453,Fabulous here...Such a magical geeen expanse in a city already too beautiful to miss...,0.8074,,,,,,,,7.3,12.9,7.2,0.4,0.4,2.0,0.14
Sloterplas Beach,413,2019-10-09,Sloterplas,unofficial,52.3720176,4.822453,Beach in a city? Hell yes!,-0.4926,5.9,60.0,11.9,0.6,,,,5.9,11.5,1.3,5.9,18.5,2.0,0.14
Sloterplas Beach,413,2019-09-16,Sloterplas,unofficial,52.3720176,4.822453,Relaxing pleasant in all respects,0.8316,,,17.3,1.0,330.0,1300.0,4.7,2.2,13.6,0.8,7.5,8.0,2.0,0.14
Sloterplas Beach,413,2019-09-04,Sloterplas,unofficial,52.3720176,4.822453,Nice park with a big pond,0.4215,,,,,,,,5.9,15.3,1.8,3.3,4.5,2.0,0.14
Sloterplas Beach,413,2019-09-04,Sloterplas,unofficial,52.3720176,4.822453,"When the weather is nice, you can relax here at the sloterplas. Please note that there is a barbecue ban here!",0.5707,,,,,,,,5.9,15.3,1.8,3.3,4.5,2.0,0.14
Sloterplas Beach,413,2019-08-30,Sloterplas,unofficial,52.3720176,4.822453,nice place to relax on a sunny day,0.8176,,,,,,,,3.4,17.3,9.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-08-29,Sloterplas,unofficial,52.3720176,4.822453,Nice place though busted when it was too windy,0.4215,,,,,,,,4.6,18.4,7.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-08-28,Sloterplas,unofficial,52.3720176,4.822453,Nice,0.4215,,,,,,,,3.5,21.7,3.4,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-08-26,Sloterplas,unofficial,52.3720176,4.822453,Nice small beach spot around a lake.,0.4215,,,22.7,2.2,,,,2.7,24.2,12.8,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-08-26,Sloterplas,unofficial,52.3720176,4.822453,Beautiful,0.5994,,,22.7,2.2,,,,2.7,24.2,12.8,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-08-18,Sloterplas,unofficial,52.3720176,4.822453,Good children beach,0.4404,,,,,,,,5.4,16.9,4.6,1.4,0.4,2.0,0.14
Sloterplas Beach,413,2019-08-03,Sloterplas,unofficial,52.3720176,4.822453,"Piece of sandvoort within biking distance. Too crazy that we have this, vootal with tropical weather. Highly recommended!",-0.1528,,,,,,,,3.2,18.0,5.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-08-02,Sloterplas,unofficial,52.3720176,4.822453,Close to home. and fun for the kids,0.5106,,,,,,,,5.1,18.7,3.5,2.0,9.0,2.0,0.14
Sloterplas Beach,413,2019-07-29,Sloterplas,unofficial,52.3720176,4.822453,So nice cozy and tipicalllllllll,0.4754,,,,,,,,3.0,19.7,12.8,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-28,Sloterplas,unofficial,52.3720176,4.822453,"If u ain't been, try it out on a nice evening / weekend :)",0.7003,,,,,,,,4.2,19.3,2.9,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-07-28,Sloterplas,unofficial,52.3720176,4.822453,"It's an ok place. However, as a solo woman I didn't exactly feel safe enough to spend there more than 1h alone.",-0.3548,,,,,,,,4.2,19.3,2.9,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-07-26,Sloterplas,unofficial,52.3720176,4.822453,Great,0.6249,,,,,,,,5.1,26.9,11.7,0.7,2.3,2.0,0.14
Sloterplas Beach,413,2019-07-25,Sloterplas,unofficial,52.3720176,4.822453,Great place to spend a summer afternoon.,0.6249,,,,,,,,2.8,28.6,13.1,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-25,Sloterplas,unofficial,52.3720176,4.822453,Good place but they not allowed to do barbeque,0.2382,,,,,,,,2.8,28.6,13.1,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-24,Sloterplas,unofficial,52.3720176,4.822453,"It is suitable for people with kids. Small beach, but sweet.",0.6124,,,,,,,,3.8,25.8,13.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-23,Sloterplas,unofficial,52.3720176,4.822453,A great place for a relaxing holiday!,0.8832,,,,,,,,2.9,24.3,14.9,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-17,Sloterplas,unofficial,52.3720176,4.822453,"Sitting on t beach at the moment. Looks nice at first, but if you look closer you are startled! Lots of birds come (especially at night I think). The whole shore is full of bird turds (these sometimes look like dog turds) and feathers. In the water you see ice stick, meat bones and other kinds of garbage). My little son even found a dead rat! Now I am actually done and want to go home. You have to be able to stand this. I see plenty of people around me enjoying themselves (especially children) but I also hear people complaining. Bit of a shame...",0.0,,,,,,,,1.5,18.2,9.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-07-15,Sloterplas,unofficial,52.3720176,4.822453,Nice cozy man made beach. Good for kids,0.6908,,,19.2,1.7,,,,3.4,15.2,0.7,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-07-13,Sloterplas,unofficial,52.3720176,4.822453,Cozy,0.0,,,,,,,,4.2,16.7,1.6,1.0,1.3,2.0,0.14
Sloterplas Beach,413,2019-07-13,Sloterplas,unofficial,52.3720176,4.822453,nice,0.4215,,,,,,,,4.2,16.7,1.6,1.0,1.3,2.0,0.14
Sloterplas Beach,413,2019-07-09,Sloterplas,unofficial,52.3720176,4.822453,Super good espresso bar by the beach,0.7783,,,,,,,,3.2,15.1,13.1,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-30,Sloterplas,unofficial,52.3720176,4.822453,Perfect spot to steam off after work on a sunny day,0.7579,,,,,,,,5.0,20.0,11.8,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-30,Sloterplas,unofficial,52.3720176,4.822453,"Sun and shade, something for everyone",0.0,,,,,,,,5.0,20.0,11.8,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-29,Sloterplas,unofficial,52.3720176,4.822453,A nice environment for hiking and sitting on a terrace here and there.,0.4215,,,,,,,,3.4,23.4,15.5,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-27,Sloterplas,unofficial,52.3720176,4.822453,Very nice,0.4754,,,,,,,,4.9,16.5,11.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-26,Sloterplas,unofficial,52.3720176,4.822453,Clean and organized,0.4019,,,,,,,,4.6,18.6,8.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-24,Sloterplas,unofficial,52.3720176,4.822453,Lots of peace.,0.5423,,,20.9,1.0,190.0,270.0,0.5,4.2,25.5,11.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-24,Sloterplas,unofficial,52.3720176,4.822453,Great a pearl of Amsterdam as if you were really at the beach,0.6249,,,20.9,1.0,190.0,270.0,0.5,4.2,25.5,11.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-19,Sloterplas,unofficial,52.3720176,4.822453,Perfect place to enjoy a day off. Very quiet and relaxing.,0.885,,,,,,,,3.8,18.7,5.4,2.2,5.7,2.0,0.14
Sloterplas Beach,413,2019-06-18,Sloterplas,unofficial,52.3720176,4.822453,"Very popular place
Either couples and families can go and enjoy
The swimming is very fun

There is no Barbeque allowance",0.8265,,,,,,,,2.7,20.1,10.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-06-14,Sloterplas,unofficial,52.3720176,4.822453,Great new development this place,0.6249,,,,,,,,3.8,16.1,8.7,0.7,1.0,2.0,0.14
Sloterplas Beach,413,2019-06-12,Sloterplas,unofficial,52.3720176,4.822453,Beautiful place,0.5994,3.1,33.0,17.8,0.6,,,,2.7,13.3,0.8,4.6,13.9,2.0,0.14
Sloterplas Beach,413,2019-06-02,Sloterplas,unofficial,52.3720176,4.822453,Very good,0.4927,,,,,,,,5.3,22.7,11.4,0.1,0.1,2.0,0.14
Sloterplas Beach,413,2019-06-02,Sloterplas,unofficial,52.3720176,4.822453,Nice city beach!,0.4753,,,,,,,,5.3,22.7,11.4,0.1,0.1,2.0,0.14
Sloterplas Beach,413,2019-06-02,Sloterplas,unofficial,52.3720176,4.822453,nice beach - quite busy,0.4215,,,,,,,,5.3,22.7,11.4,0.1,0.1,2.0,0.14
Sloterplas Beach,413,2019-06-01,Sloterplas,unofficial,52.3720176,4.822453,Super,0.5994,,,,,,,,2.8,18.5,14.4,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-05-30,Sloterplas,unofficial,52.3720176,4.822453,Nice to unwind. You can walk and sit there to enjoy the view. Occasionally of magnificent sunsets.,0.8632,,,,,,,,7.1,16.8,3.6,3.8,1.5,2.0,0.14
Sloterplas Beach,413,2019-05-29,Sloterplas,unofficial,52.3720176,4.822453,She is beautiful,0.5994,,,,,,,,4.0,13.4,12.1,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-05-28,Sloterplas,unofficial,52.3720176,4.822453,Here you can enjoy hiking,0.4939,,,,,,,,3.7,11.6,4.0,2.0,2.3,2.0,0.14
Sloterplas Beach,413,2019-05-26,Sloterplas,unofficial,52.3720176,4.822453,Super,0.5994,,,,,,,,7.4,16.0,3.2,3.9,6.6,2.0,0.14
Sloterplas Beach,413,2019-05-26,Sloterplas,unofficial,52.3720176,4.822453,Beautiful indoor water with plenty of recreational opportunities.  #sloterparkbad and hospitality #hotelbuiten and the #vaneesterenmuseum.,0.7579,,,,,,,,7.4,16.0,3.2,3.9,6.6,2.0,0.14
Sloterplas Beach,413,2019-05-26,Sloterplas,unofficial,52.3720176,4.822453,"Perfect for a lazy day at the beach, and you don't even need to leave the city ;)",0.4404,,,,,,,,7.4,16.0,3.2,3.9,6.6,2.0,0.14
Sloterplas Beach,413,2019-05-18,Sloterplas,unofficial,52.3720176,4.822453,Excellent dive site,0.5719,,,,,,,,2.3,14.5,10.1,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-05-16,Sloterplas,unofficial,52.3720176,4.822453,It's a vibe,0.0,,,,,,,,5.6,12.2,7.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-05-15,Sloterplas,unofficial,52.3720176,4.822453,Decent!,0.0,,,,,,,,4.4,12.4,13.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-05-13,Sloterplas,unofficial,52.3720176,4.822453,Calming,0.4019,,,12.0,1.0,15.0,20.0,0.5,3.1,9.8,12.3,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-05-12,Sloterplas,unofficial,52.3720176,4.822453,Beautiful really nice fine,0.8431,,,,,,,,3.9,9.3,10.0,0.2,0.1,2.0,0.14
Sloterplas Beach,413,2019-05-11,Sloterplas,unofficial,52.3720176,4.822453,Nice city beach with good terrace,0.6908,,,,,,,,4.9,9.5,12.7,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-05-06,Sloterplas,unofficial,52.3720176,4.822453,The feeling of being at the beach but still in the city.,0.0644,,,,,,,,3.7,7.6,2.1,0.0,-0.1,2.0,0.14
Sloterplas Beach,413,2019-05-02,Sloterplas,unofficial,52.3720176,4.822453,"This beach is near the centre of Amsterdam, about 20 minutes by public transport, there is a small swimming area, and the beach is a decent size",0.0,,,,,,,,4.0,9.5,3.2,0.6,0.1,2.0,0.14
Sloterplas Beach,413,2019-05-02,Sloterplas,unofficial,52.3720176,4.822453,Sloterplas sewer that's not a beach anyway,0.0,,,,,,,,4.0,9.5,3.2,0.6,0.1,2.0,0.14
Sloterplas Beach,413,2019-04-26,Sloterplas,unofficial,52.3720176,4.822453,Super leuk!,0.636,,,,,,,,4.5,12.2,7.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-22,Sloterplas,unofficial,52.3720176,4.822453,Nice small beach to spend a sunny day at,0.6808,,,,,,,,4.9,17.7,12.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-20,Sloterplas,unofficial,52.3720176,4.822453,Beautiful lake and surroundings,0.5994,,,,,,,,4.8,16.8,13.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-20,Sloterplas,unofficial,52.3720176,4.822453,Nice little beach!,0.4753,,,,,,,,4.8,16.8,13.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-19,Sloterplas,unofficial,52.3720176,4.822453,Nice peaceful place,0.7184,,,,,,,,4.4,16.5,12.2,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-14,Sloterplas,unofficial,52.3720176,4.822453,Small city beach,0.0,,,,,,,,4.8,5.9,11.0,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-11,Sloterplas,unofficial,52.3720176,4.822453,"Nice, fun city beach, with picnic tables and volleyball net.",0.7269,,,,,,,,5.0,6.6,10.6,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-10,Sloterplas,unofficial,52.3720176,4.822453,Ideal for sightseeing,0.5267,,,,,,,,7.0,6.3,12.5,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2019-04-02,Sloterplas,unofficial,52.3720176,4.822453,But a lot of garbage if it's clean I give 5 stars for it,0.5499,12.4,112.0,10.2,0.5,,,,4.8,9.6,3.8,1.4,5.7,2.0,0.14
Sloterplas Beach,413,2019-03-06,Sloterplas,unofficial,52.3720176,4.822453,Nice in nice weather,0.6808,10.8,94.0,8.0,0.6,,,,6.8,9.4,0.0,7.9,2.3,2.0,0.14
Sloterplas Beach,413,2018-12-21,Sloterplas,unofficial,52.3720176,4.822453,"Formerly known as Varkensbaai (translation: Bay of Pigs) this part of the Slotermeer has been spruced up a lot. Avoid actual swimming in the water during (late) summer months: the algea can cause deadly diseases at those times (keep an eye out for the signs that indicate wether the water is safe to enter).

A word of caution when visiting with (small) children: there are no lifeguards or first-aid volunteers. The Dutch have very stringenth rules about large public gatherings but not when they're government provided.",-0.0644,,,,,,,,8.7,9.5,0.0,9.0,13.8,2.0,0.14
Sloterplas Beach,413,2018-12-08,Sloterplas,unofficial,52.3720176,4.822453,"Nice place to walk in the winter, and nice to sit there when the sun is shining",0.6808,,,,,,,,11.5,9.8,0.7,6.4,6.1,2.0,0.14
Sloterplas Beach,413,2018-12-03,Sloterplas,unofficial,52.3720176,4.822453,Perfect location with beautiful view. Topper.,0.8225,8.9,77.0,8.0,4.0,,,0.5,7.8,11.2,1.0,1.5,2.0,2.0,0.14
Sloterplas Beach,413,2018-12-02,Sloterplas,unofficial,52.3720176,4.822453,Fine city beach with a nice view.,0.5574,,,,,,,,8.2,12.4,0.0,5.4,2.0,2.0,0.14
Sloterplas Beach,413,2018-11-29,Sloterplas,unofficial,52.3720176,4.822453,It seemed clean. Funny thing about the beach restaurant. I ordered 2 fries. Instead of 2 I got 1. Something must have gone wrong. But now comes the...... he took an empty container and divided the fries of container 1 over 2 containers... well creatively still 2 containers of fries but 3 half. Still a waste of money. Had dr but nothing to say because who invents this has something of a twist. So it was sad.to well 2 hungry children.    Wel superfijn that at this beach free bands are given away by the municipality. There is much ge bbq what is not allowed here. Find it annoying if you are with your kids weggegrookt by such a thing. No control unfortunately. Also at the water is no control. Well you will think you have to watch out as a parent. Yet I see many little ones of 1.5 to 2 years wandering around alone because mom is too busy with friends ... but that's not my business.   Beach is just right. Quiet. No strange gear. Really a family beach.    Easy to reach and blue zone parking. Fine hear.   Would bring your own food and drinks. They don't have much in that little restaurant.,0.5416,,,,,,,,7.5,10.3,0.3,10.5,3.6,2.0,0.14
Sloterplas Beach,413,2018-11-06,Sloterplas,unofficial,52.3720176,4.822453,Great for swimming however no lifeguards a child drowned this year due to overcrowding and no supervision on the beach ....late summers every year there is blue algae in the water but they have installed mussel farms to filtrate the water but it will take a long time before a summer goes by without blue algae ....this city beach can become very crowded in the summer so if you want to be in the sand arrive early ...and the council needs to put lifeguards on duty if it is a BEACH ...however parents should also watch there kids,-0.0656,,,,,,,,3.8,12.2,5.5,0.0,0.0,2.0,0.14
Sloterplas Beach,413,2018-10-18,Sloterplas,unofficial,52.3720176,4.822453,Nice and quiet,0.4215,,,,,,,,3.3,12.7,5.1,0.0,-0.1,2.0,0.14
