locatiecode,locatie omschrijving,locatie x,locatie y,locatie z,compartiment,datum,fewsparameter,fewsparametercode,fewsparameternaam,fewsparametergrootheid,fewsparametereenheidequivalent,fewsparametereenheidreferentie,fewsparameterparameterfractie,limietsymbool,meetwaarde,eenheid,waardebewerkingsmethode,afronding,opmerkingmeting
NZK013,"NDSMwerf (naast pllek) TTNeveriteweg 59, Amsterdam (Noord)",121403,490215,,OW,10-7-2017 07:08,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,190.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,10-7-2017 07:33,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,10-7-2017 07:49,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,10-7-2017 07:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,10-7-2017 08:23,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,10-7-2017 08:33,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,370.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,10-7-2017 11:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,11-7-2017 08:24,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,380.0,n/dl,MET,Ja,
DED100,Overdiemerweg +/- 300 meter inrijden (repr voor Amstelboezem),127270,483206,,OW,11-7-2017 08:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
RWM006,Ringvaart Watergraafsmeer bij Nobelweg,123288,485042,,OW,11-7-2017 08:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
ZUB001,"Gaasperplas Noordoever Gaasperpark, steiger bij ligweide, Amsterdam",128243,480141,,OW,11-7-2017 09:08,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,11-7-2017 09:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,11-7-2017 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,890.0,n/dl,MET,Ja,
IJM008,"Ijmeer Zuidoostkant Rieteiland, steiger Zandzeggestraat 3, Amsterdam",128989,484092,,OW,11-7-2017 10:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
IJM009,"Ijmeer Zuidwestkant Steigereiland Vrijburcht steiger, Jan Olphert Vaillantlaan 143, Amsterdam",126926,485971,,OW,11-7-2017 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
NZK009,Entrepothaven steiger Borneokade 251 Amsterdam,124904,487089,,OW,11-7-2017 10:52,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,310.0,n/dl,MET,Ja,
NZK010,Spoorwegbassin Pytonbrug Panamakade 2 Amsterdam,125138,487367,,OW,11-7-2017 10:59,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
NZK011,Ertshaven steiger Levantplein 50 Amsterdam,124731,487689,,OW,11-7-2017 11:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
NZK012,Ijhaven watertrap Bogortuin 199 Amsterdam,124214,487756,,OW,11-7-2017 11:14,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
NYA002,Oosterdok Marinehaven Kattenburgerstraat 5 Amsterdam,122924,487333,,OW,11-7-2017 11:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,270.0,n/dl,MET,Ja,
ADM073,Entrepotdok to 37 vanaf steiger Amsterdam,122788,486850,,OW,11-7-2017 11:28,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,410.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,11-7-2017 11:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,370.0,n/dl,MET,Ja,
AMS027,"ZW oever Nieuwe Diep, to grote vijver Flevopark, Valentijnkade 130, Amsterdam",125354,485911,,OW,12-7-2017 07:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
AMS198,"Nieuwe Diep oostoever, westelijke Merwedekanaaldijk, Amsterdam Oost",125708,486160,,OW,12-7-2017 07:54,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,110.0,n/dl,MET,Ja,
ADM062,Amsterdam_De groene zoom_vijver Boeren wetering,120785,483823,,OW,12-7-2017 09:38,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,380.0,n/dl,MET,Ja,
AMS025,Zuider Amstelkanaal Spinoza lyceum nabij Peter v Anrooystr 8 Amsterdam,119421,484006,,OW,12-7-2017 09:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,7700.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,12-7-2017 10:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,12000.0,n/dl,MET,Ja,
SBI070,Sloterplas zuidwest zwemsteiger to Meer en Vaart 310 Amsterdam,115639,485768,,OW,12-7-2017 10:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,610.0,n/dl,MET,Ja,
NYA001,Bickersgracht_ Adam to 258 vanaf steiger,121056,488865,,OW,12-7-2017 10:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,3000.0,n/dl,MET,Ja,
WTV002,Duivensrechtsebrug over Weespertrekvaart langs Molenkade,124856,483339,,OW,13-7-2017 12:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
NZK013,"NDSMwerf (naast pllek) TTNeveriteweg 59, Amsterdam (Noord)",121403,490215,,OW,14-7-2017 12:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
NZK013,"NDSMwerf (naast pllek) TTNeveriteweg 59, Amsterdam (Noord)",121403,490215,,OW,17-7-2017 08:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,210.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,24-7-2017 08:57,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,24-7-2017 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,24-7-2017 09:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,19000.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,24-7-2017 09:59,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,390.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,24-7-2017 10:12,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,24-7-2017 11:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,330.0,n/dl,MET,Ja,
GGP115,Gaasperplas noordoever Gaasperpark Amsterdam (was vegetatie meetpunt),127731,479899,,OW,25-7-2017 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS027,"ZW oever Nieuwe Diep, to grote vijver Flevopark, Valentijnkade 130, Amsterdam",125354,485911,,OW,25-7-2017 10:58,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,25-7-2017 11:14,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1700.0,n/dl,MET,Ja,
NYA002,Oosterdok Marinehaven Kattenburgerstraat 5 Amsterdam,122924,487333,,OW,25-7-2017 11:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,730.0,n/dl,MET,Ja,
NYA007,"Oosterdok Marinehaven, noordzijde bij meetopstelling, Kattenburgerstr 5 Amsterdam",122905,487388,,OW,25-7-2017 11:24,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,390.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,25-7-2017 11:31,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,350.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,25-7-2017 11:49,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,25-7-2017 12:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,700.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,26-7-2017 10:28,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,3300.0,n/dl,MET,Ja,
AMS009,amstel 500m-n.gemaal middelpolder,122120,480999,,OW,27-7-2017 10:51,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
AMS010,amstel t.o. nr. 319/ten Z A10,121688,482650,,OW,27-7-2017 11:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,500.0,n/dl,MET,Ja,
HLV004,Brug in Australiehavenweg over de Haarlemmervaart,115234,488677,,OW,1-8-2017 11:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,460.0,n/dl,MET,Ja,
RLA001,"Ringvaart Haarlemmermeer, Zwarte Pad 30, steiger Akermolen",113701,484390,,OW,1-8-2017 12:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,1-8-2017 13:58,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,760.0,n/dl,MET,Ja,
RBP001,Rembrandtpark,118147,486290,,OW,1-8-2017 14:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,480.0,n/dl,MET,Ja,
SBI069,Rembrandtpark noordvijver nabij Staalmeesterslaan 201 Amsterdam,118183,486607,,OW,1-8-2017 14:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,230.0,n/dl,MET,Ja,
RMW005,Ringvaart Watergraafsmeer bij Linnaeskade,123850,485452,,OW,2-8-2017 08:05,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
ADM010,Kruizing Keizersgracht / Molenpad thv peperbus (repr voor stadsboezem),120755,486720,,OW,2-8-2017 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,560.0,n/dl,MET,Ja,
KVV001,Baarsjesweg in de Kostverlorenvaart / Admiralengracht,118995,486352,,OW,2-8-2017 10:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,250.0,n/dl,MET,Ja,
GAA001,In de Gaasp t.h.v. Stammerdijk 38,128411,481077,,OW,3-8-2017 09:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,130.0,n/dl,MET,Ja,
DED100,Overdiemerweg +/- 300 meter inrijden (repr voor Amstelboezem),127270,483206,,OW,3-8-2017 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,7-8-2017 08:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,200.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,7-8-2017 09:29,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,7-8-2017 09:51,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,7-8-2017 09:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,7-8-2017 10:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,60.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,7-8-2017 10:46,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
ZUB001,"Gaasperplas Noordoever Gaasperpark, steiger bij ligweide, Amsterdam",128243,480141,,OW,8-8-2017 07:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
IJM008,"Ijmeer Zuidoostkant Rieteiland, steiger Zandzeggestraat 3, Amsterdam",128989,484092,,OW,8-8-2017 09:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
IJM009,"Ijmeer Zuidwestkant Steigereiland Vrijburcht steiger, Jan Olphert Vaillantlaan 143, Amsterdam",126926,485971,,OW,8-8-2017 09:18,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS027,"ZW oever Nieuwe Diep, to grote vijver Flevopark, Valentijnkade 130, Amsterdam",125354,485911,,OW,8-8-2017 09:31,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
AMS198,"Nieuwe Diep oostoever, westelijke Merwedekanaaldijk, Amsterdam Oost",125708,486160,,OW,8-8-2017 09:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
NZK009,Entrepothaven steiger Borneokade 251 Amsterdam,124904,487089,,OW,8-8-2017 09:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
NZK010,Spoorwegbassin Pytonbrug Panamakade 2 Amsterdam,125138,487367,,OW,8-8-2017 09:53,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
NZK011,Ertshaven steiger Levantplein 50 Amsterdam,124731,487689,,OW,8-8-2017 09:57,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
NZK012,Ijhaven watertrap Bogortuin 199 Amsterdam,124214,487756,,OW,8-8-2017 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,50.0,n/dl,MET,Ja,
NYA002,Oosterdok Marinehaven Kattenburgerstraat 5 Amsterdam,122924,487333,,OW,8-8-2017 10:09,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
NYA007,"Oosterdok Marinehaven, noordzijde bij meetopstelling, Kattenburgerstr 5 Amsterdam",122905,487388,,OW,8-8-2017 10:11,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,440.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,8-8-2017 10:18,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,15000.0,n/dl,MET,Ja,
ADM073,Entrepotdok to 37 vanaf steiger Amsterdam,122788,486850,,OW,8-8-2017 10:25,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,530.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,8-8-2017 10:34,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,460.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,8-8-2017 10:47,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,210.0,n/dl,MET,Ja,
RWM006,Ringvaart Watergraafsmeer bij Nobelweg,123288,485042,,OW,8-8-2017 10:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,400.0,n/dl,MET,Ja,
ADM062,Amsterdam_De groene zoom_vijver Boeren wetering,120785,483823,,OW,8-8-2017 11:01,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,<,15.0,n/dl,MET,Ja,
AMS025,Zuider Amstelkanaal Spinoza lyceum nabij Peter v Anrooystr 8 Amsterdam,119421,484006,,OW,8-8-2017 11:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,220.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,8-8-2017 11:28,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,590.0,n/dl,MET,Ja,
SBI070,Sloterplas zuidwest zwemsteiger to Meer en Vaart 310 Amsterdam,115639,485768,,OW,8-8-2017 11:37,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
NYA001,Bickersgracht_ Adam to 258 vanaf steiger,121056,488865,,OW,8-8-2017 11:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,30.0,n/dl,MET,Ja,
WTV002,Duivensrechtsebrug over Weespertrekvaart langs Molenkade,124856,483339,,OW,11-8-2017 09:37,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
AMS009,amstel 500m-n.gemaal middelpolder,122120,480999,,OW,21-8-2017 10:45,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,12000.0,n/dl,MET,Ja,
AMS010,amstel t.o. nr. 319/ten Z A10,121688,482650,,OW,21-8-2017 11:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,12000.0,n/dl,MET,Ja,
SBI030,Varkensbaai,116535,487225,,OW,21-8-2017 11:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1600.0,n/dl,MET,Ja,
GGP032,Gaasperplas_ strand zuidoever,128307,479569,,OW,21-8-2017 12:40,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,140.0,n/dl,MET,Ja,
GGP012,"Gaasperplas,speelvijver Noord",127820,480263,,OW,21-8-2017 12:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,90.0,n/dl,MET,Ja,
HBP012,Groenstrand_ Ouderkerkerplas,123493,478602,,OW,21-8-2017 13:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,160.0,n/dl,MET,Ja,
HBP013,Zandstrand_ Ouderkerkerplas,123837,478606,,OW,21-8-2017 13:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
AMS022,Amstel voor hoofdkantoor Waternet,122894,483742,,OW,21-8-2017 13:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,1100.0,n/dl,MET,Ja,
ADM016,Magere Brug over de Amstel (repr voor stadsboezem),121977,486291,,OW,21-8-2017 14:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,410.0,n/dl,MET,Ja,
ADM063,Keizersgracht 711 brug Utrechtsestraat,121711,486330,,OW,21-8-2017 14:10,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,180.0,n/dl,MET,Ja,
ADM064,Nieuwe Herengracht brug Muiderstraat bij Hortus,122288,486701,,OW,21-8-2017 14:30,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,420.0,n/dl,MET,Ja,
OOD002,Oosterdok brug Prins Hendrikkade bij brugwachtershuis,122713,487143,,OW,21-8-2017 15:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,560.0,n/dl,MET,Ja,
ADM071,Olympiakanaal_Schinkel_Adam nabij Piet Kranenbergpad vanaf steiger Parkeiland,118353,484038,,OW,22-8-2017 08:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,500.0,n/dl,MET,Ja,
AMS024,Amstel Loswal to Weesperzijde 122 Amsterdam,122610,484816,,OW,22-8-2017 09:15,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,270.0,n/dl,MET,Ja,
ADM065,"Wittenburgervaart, VOC-kade, cafe Roest, A'dam",123633,487292,,OW,22-8-2017 09:35,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,670.0,n/dl,MET,Ja,
NYA002,Oosterdok Marinehaven Kattenburgerstraat 5 Amsterdam,122924,487333,,OW,22-8-2017 09:50,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,210.0,n/dl,MET,Ja,
NYA007,"Oosterdok Marinehaven, noordzijde bij meetopstelling, Kattenburgerstr 5 Amsterdam",122905,487388,,OW,22-8-2017 10:00,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,290.0,n/dl,MET,Ja,
AMS027,"ZW oever Nieuwe Diep, to grote vijver Flevopark, Valentijnkade 130, Amsterdam",125354,485911,,OW,22-8-2017 10:20,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,80.0,n/dl,MET,Ja,
GGP115,Gaasperplas noordoever Gaasperpark Amsterdam (was vegetatie meetpunt),127731,479899,,OW,28-8-2017 11:55,E_COLI_nKVE/dl,E_COLI,Escherichia coli (uitgedrukt in KVE/dl),AANTPVLME,KVE,,,,20.0,n/dl,MET,Ja,
