Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review,Translated_Review,Cleaned_Review
Sloterplas Beach,Sloterplas,unofficial,jessy rietveld,1 star,4 years ago,"2023-11-13,00:33:31",Sloterplas riool dat is toch geen strand,Sloterplas sewer that's not a beach anyway,sloterplas sewer that's not a beach anyway
Sloterplas Beach,Sloterplas,unofficial,Naima Abous,5 stars,4 years ago,"2023-11-13,00:33:31",Super leuk!,Super leuk!,super leuk!
Sloterplas Beach,Sloterplas,unofficial,Stuart Thomson,4 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Fatima Al-Darwish,5 stars,4 years ago,"2023-11-13,00:33:31",Nice small beach to spend a sunny day at,Nice small beach to spend a sunny day at,nice small beach to spend a sunny day at
Sloterplas Beach,Sloterplas,unofficial,Yildirim Car,5 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Calvin Tewari,4 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Murat Balasar,5 stars,4 years ago,"2023-11-13,00:33:31",Cok güzel bir göl ve çevresi,Beautiful lake and surroundings,beautiful lake and surroundings
Sloterplas Beach,Sloterplas,unofficial,Maarten Wernsen,4 stars,4 years ago,"2023-11-13,00:33:31",Leuk strandje!,Nice little beach!,nice little beach!
Sloterplas Beach,Sloterplas,unofficial,Marcelo Pires,5 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,priyanka boddula,4 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Bryan Plant,4 stars,4 years ago,"2023-11-13,00:33:31",Nice peaceful place,Nice peaceful place,nice peaceful place
Sloterplas Beach,Sloterplas,unofficial,Mathijs Herni,5 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Joost Lommers,5 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Ali Y,5 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,Philip Brown,3 stars,4 years ago,"2023-11-13,00:33:31",Small city beach,Small city beach,small city beach
Sloterplas Beach,Sloterplas,unofficial,sjoerd binnerts,4 stars,4 years ago,"2023-11-13,00:33:31",,,
Sloterplas Beach,Sloterplas,unofficial,lex van der Hart,3 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Esther “Esss”,5 stars,4 years ago,"2023-11-13,00:33:32","Mooi, leuk stadsstrand, met picknick tafels en volleybal net.","Nice, fun city beach, with picnic tables and volleyball net.","nice, fun city beach, with picnic tables and volleyball net."
Sloterplas Beach,Sloterplas,unofficial,Henri Hakala,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Cihan Deniz,5 stars,4 years ago,"2023-11-13,00:33:32",Gezinti icin ideal,Ideal for sightseeing,ideal for sightseeing
Sloterplas Beach,Sloterplas,unofficial,Gabriel,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Emine Cuzdan,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Martin Hensen,2 stars,4 years ago,"2023-11-13,00:33:32",Maar wel veel rotzooi als het schoon is geef ik er 5 steren er voor,But a lot of garbage if it's clean I give 5 stars for it,but a lot of garbage if it's clean i give 5 stars for it
Sloterplas Beach,Sloterplas,unofficial,Tania,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,G Langenacker,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Burzin Rustumji,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Davey,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,M Sahin,5 stars,4 years ago,"2023-11-13,00:33:32",Lekker bij mooi weer,Nice in nice weather,nice in nice weather
Sloterplas Beach,Sloterplas,unofficial,Leo Westra,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Tjerk A,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Ádám V.,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Ingrid Stom,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Federico Dascoli,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Paul Berendsen,4 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Mohaned Yildiz,2 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Fatemeh Hosseinzadeh,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Alainn N.,5 stars,4 years ago,"2023-11-13,00:33:32","Formerly known as Varkensbaai (translation: Bay of Pigs) this part of the Slotermeer has been spruced up a lot. Avoid actual swimming in the water during (late) summer months: the algea can cause deadly diseases at those times (keep an eye out for the signs that indicate wether the water is safe to enter).

A word of caution when visiting with (small) children: there are no lifeguards or first-aid volunteers. The Dutch have very stringenth rules about large public gatherings but not when they're government provided.","Formerly known as Varkensbaai (translation: Bay of Pigs) this part of the Slotermeer has been spruced up a lot. Avoid actual swimming in the water during (late) summer months: the algea can cause deadly diseases at those times (keep an eye out for the signs that indicate wether the water is safe to enter).

A word of caution when visiting with (small) children: there are no lifeguards or first-aid volunteers. The Dutch have very stringenth rules about large public gatherings but not when they're government provided.",formerly known as varkensbaai (translation: bay of pigs) this part of the slotermeer has been spruced up a lot. avoid actual swimming in the water during (late) summer months: the algea can cause deadly diseases at those times (keep an eye out for the signs that indicate wether the water is safe to enter). a word of caution when visiting with (small) children: there are no lifeguards or first-aid volunteers. the dutch have very stringenth rules about large public gatherings but not when they're government provided.
Sloterplas Beach,Sloterplas,unofficial,Miry,3 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,Christine B,4 stars,4 years ago,"2023-11-13,00:33:32","Nice place to walk in the winter, and nice to sit there when the sun is shining","Nice place to walk in the winter, and nice to sit there when the sun is shining","nice place to walk in the winter, and nice to sit there when the sun is shining"
Sloterplas Beach,Sloterplas,unofficial,Mark Timmermans,4 stars,4 years ago,"2023-11-13,00:33:32",Perfecte locatie met prachtig uitzicht. Topper.,Perfect location with beautiful view. Topper.,perfect location with beautiful view. topper.
Sloterplas Beach,Sloterplas,unofficial,Eliska Novakova,5 stars,4 years ago,"2023-11-13,00:33:32",Fijn stadsstrand met een mooi uitzicht.,Fine city beach with a nice view.,fine city beach with a nice view.
Sloterplas Beach,Sloterplas,unofficial,Kris Hemmink,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,chantal van Vianen,4 stars,4 years ago,"2023-11-13,00:33:32",Opzich leek het  schoon. Wel grappig bij het strand restaurantje aangelegen. Had ik 2 patat besteld. Inplaats van 2 kreeg ik er 1. Vast iets mis gegaan. Maar nu komt het...... hij pakte een leeg bakje en verdeelde de patat  van bakje 1 over 2 bakjes.. naja creatief toch nog 2 bakjes patat maar wel 3 halve. Toch zonde van het geld. Had dr maar niks van gezegd want wie dit verzint heeft iets van een kronkel. Dus vond het sneu.naar goed wel 2 hongerige kinderen.    Wel superfijn dat er bij dit strans gratis bandjes weggegeven worden door de gemeente. Er word wel veel ge bbq wat hier niet mag. Vind het vervelend als je met je kids weggegrookt word door zo een ding.. geen controle helaas hierop. Ook bij het water is geen controlle. Nou zal je denken je moet als ouder opletten. Toch zie ik veel kleintjes van 1.5 a 2 jaar alleen rond dwarrelen omdat mama het te druk heeft met vriendinnen.. maja dat is dan weer niet mijn zaak.   Strandje is gewoon netjes. Rustig. Geen raar tuig. Echt een familie strandje.    Makkelijk te bereiken en blauwe zone parkeren. Fijn hoor.   Zou wel zelf wat eten en drinken meenemen. In dat restaurantje hebben ze niet veel.,It seemed clean. Funny thing about the beach restaurant. I ordered 2 fries. Instead of 2 I got 1. Something must have gone wrong. But now comes the...... he took an empty container and divided the fries of container 1 over 2 containers... well creatively still 2 containers of fries but 3 half. Still a waste of money. Had dr but nothing to say because who invents this has something of a twist. So it was sad.to well 2 hungry children.    Wel superfijn that at this beach free bands are given away by the municipality. There is much ge bbq what is not allowed here. Find it annoying if you are with your kids weggegrookt by such a thing. No control unfortunately. Also at the water is no control. Well you will think you have to watch out as a parent. Yet I see many little ones of 1.5 to 2 years wandering around alone because mom is too busy with friends ... but that's not my business.   Beach is just right. Quiet. No strange gear. Really a family beach.    Easy to reach and blue zone parking. Fine hear.   Would bring your own food and drinks. They don't have much in that little restaurant.,it seemed clean. funny thing about the beach restaurant. i ordered 2 fries. instead of 2 i got 1. something must have gone wrong. but now comes the...... he took an empty container and divided the fries of container 1 over 2 containers... well creatively still 2 containers of fries but 3 half. still a waste of money. had dr but nothing to say because who invents this has something of a twist. so it was sad.to well 2 hungry children. wel superfijn that at this beach free bands are given away by the municipality. there is much ge bbq what is not allowed here. find it annoying if you are with your kids weggegrookt by such a thing. no control unfortunately. also at the water is no control. well you will think you have to watch out as a parent. yet i see many little ones of 1.5 to 2 years wandering around alone because mom is too busy with friends ... but that's not my business. beach is just right. quiet. no strange gear. really a family beach. easy to reach and blue zone parking. fine hear. would bring your own food and drinks. they don't have much in that little restaurant.
Sloterplas Beach,Sloterplas,unofficial,Raisa Hammoud,5 stars,4 years ago,"2023-11-13,00:33:32",,,
Sloterplas Beach,Sloterplas,unofficial,SDS Sielaff,5 stars,5 years ago,"2023-11-13,00:33:33",Great for swimming however no lifeguards a child drowned this year due to overcrowding and no supervision on the beach ....late summers every year there is blue algae in the water but they have installed mussel farms to filtrate the water but it will take a long time before a summer goes by without blue algae ....this city beach can become very crowded in the summer so if you want to be in the sand arrive early ...and the council needs to put lifeguards on duty if it is a BEACH ...however parents should also watch there kids,Great for swimming however no lifeguards a child drowned this year due to overcrowding and no supervision on the beach ....late summers every year there is blue algae in the water but they have installed mussel farms to filtrate the water but it will take a long time before a summer goes by without blue algae ....this city beach can become very crowded in the summer so if you want to be in the sand arrive early ...and the council needs to put lifeguards on duty if it is a BEACH ...however parents should also watch there kids,great for swimming however no lifeguards a child drowned this year due to overcrowding and no supervision on the beach ....late summers every year there is blue algae in the water but they have installed mussel farms to filtrate the water but it will take a long time before a summer goes by without blue algae ....this city beach can become very crowded in the summer so if you want to be in the sand arrive early ...and the council needs to put lifeguards on duty if it is a beach ...however parents should also watch there kids
Sloterplas Beach,Sloterplas,unofficial,Mahesh Jethwani,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Bjorn Van Daelen,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Nadia,4 stars,5 years ago,"2023-11-13,00:33:33",Lekker rustig,Nice and quiet,nice and quiet
Sloterplas Beach,Sloterplas,unofficial,Franklin Knot,1 star,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Abdullatif Taş,5 stars,5 years ago,"2023-11-13,00:33:33",Heerlijke stran Gezellig wanneer zo'n beetje mooi weer is en af en toe films Festivals echt fantastisch uitzicht over de sloterplas meer,Delicious stran Cozy when such is nice weather and occasional movies Festivals really fantastic view over the sloterplas more,delicious stran cozy when such is nice weather and occasional movies festivals really fantastic view over the sloterplas more
Sloterplas Beach,Sloterplas,unofficial,Mushahid Baig,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Marcio,3 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Mimoun Ellouz,5 stars,5 years ago,"2023-11-13,00:33:33",Magnífico,Magnificent,magnificent
Sloterplas Beach,Sloterplas,unofficial,L S,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Hanna Wolfs,3 stars,5 years ago,"2023-11-13,00:33:33",Leuke plek in de zomer,Nice place in summer,nice place in summer
Sloterplas Beach,Sloterplas,unofficial,Anna Kikabidze,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Robin Jonker,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Hidayat Aditya,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,OmAr Arkawi,3 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Emiliano Gra,2 stars,5 years ago,"2023-11-13,00:33:33",Peligroso,Peligroso,peligroso
Sloterplas Beach,Sloterplas,unofficial,Robert,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Joey Damen,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Amr Cherif,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Maire Sousa,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Scarleth Saenz,1 star,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Joseph Charles,4 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,Shariq Waqar,5 stars,5 years ago,"2023-11-13,00:33:33",Nice clean fine beach side in middle of the city,Nice clean fine beach side in middle of the city,nice clean fine beach side in middle of the city
Sloterplas Beach,Sloterplas,unofficial,Vic S,5 stars,5 years ago,"2023-11-13,00:33:33",,,
Sloterplas Beach,Sloterplas,unofficial,stepping and nutrition routine,5 stars,5 years ago,"2023-11-13,00:33:33",It's beautiful and inviting.,It's beautiful and inviting.,it's beautiful and inviting.
Sloterplas Beach,Sloterplas,unofficial,Mouaz M.m,5 stars,5 years ago,"2023-11-13,00:33:33",Eget mooi,Eget beautiful,eget beautiful
Sloterplas Beach,Sloterplas,unofficial,Seref Ceyhan,5 stars,5 years ago,"2023-11-13,00:33:33",Leuke strand in het Amsterdam je kan daar genieten schone strand schone zee water,Nice beach in the Amsterdam you can enjoy there clean beach clean sea water,nice beach in the amsterdam you can enjoy there clean beach clean sea water
Sloterplas Beach,Sloterplas,unofficial,Ronald Scheffers,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Naiara Pereira,3 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Tom Weijers,4 stars,5 years ago,"2023-11-13,00:33:34",Leuk en kindvriendelijk zandstrandje met faciliteiten en horeca in de buurt.,Nice and child-friendly sandy beach with facilities and restaurants nearby.,nice and child-friendly sandy beach with facilities and restaurants nearby.
Sloterplas Beach,Sloterplas,unofficial,connie mamarazzi,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Caitlin Akkermans,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Marieke van de Fliert,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Casper Verploeg,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Kaydir K.,5 stars,5 years ago,"2023-11-13,00:33:34",Free beach in Amsterdam. Includes a cafetaria. With toilets outside. Very well organised. Visited by young couples and or families with children.,Free beach in Amsterdam. Includes a cafetaria. With toilets outside. Very well organised. Visited by young couples and or families with children.,free beach in amsterdam. includes a cafetaria. with toilets outside. very well organised. visited by young couples and or families with children.
Sloterplas Beach,Sloterplas,unofficial,Jesse Z,5 stars,5 years ago,"2023-11-13,00:33:34",Was leuk niet al te druk,Was nice not too crowded,was nice not too crowded
Sloterplas Beach,Sloterplas,unofficial,Mohammed Al-Issa,5 stars,5 years ago,"2023-11-13,00:33:34",Mooooooi !!!!!,Mooooooi !!!!!,mooooooi !!!!!
Sloterplas Beach,Sloterplas,unofficial,Zenixian,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Suhwa Lee,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Robin Ferwerda,4 stars,5 years ago,"2023-11-13,00:33:34",Heerlijk stadsstrand aan de Sloterplas. Makkelijk bereikbaar en gezellig.,Lovely city beach on the Sloterplas. Easily accessible and cozy.,lovely city beach on the sloterplas. easily accessible and cozy.
Sloterplas Beach,Sloterplas,unofficial,Mar,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Caspar van Kempen,5 stars,5 years ago,"2023-11-13,00:33:34",Super leuk met goed weer,Super fun with good weather,super fun with good weather
Sloterplas Beach,Sloterplas,unofficial,kate adams,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Lara AlMalakeh,4 stars,5 years ago,"2023-11-13,00:33:34",Very nice and relaxed beach in the city. It is small though so it can get crowded easily.,Very nice and relaxed beach in the city. It is small though so it can get crowded easily.,very nice and relaxed beach in the city. it is small though so it can get crowded easily.
Sloterplas Beach,Sloterplas,unofficial,Amal sultana,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Nicole Holthuis,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,stephanie Horsford,3 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Simone Rellum,4 stars,5 years ago,"2023-11-13,00:33:34","Heerlijke plek om met Kids heen te gaan, erg jammer dat de toiletten niet altijd open zijn.","Lovely place to go with Kids, very unfortunate that the toilets are not always open.","lovely place to go with kids, very unfortunate that the toilets are not always open."
Sloterplas Beach,Sloterplas,unofficial,Feras Dahhan (World Art Feras Dahhan),4 stars,5 years ago,"2023-11-13,00:33:34",Goed strand voor de kinderen.,Good beach for the children.,good beach for the children.
Sloterplas Beach,Sloterplas,unofficial,Faris A,4 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Rawan Mashhady,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Ronald Benjamins,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Saulo Blendo,5 stars,5 years ago,"2023-11-13,00:33:34",,,
Sloterplas Beach,Sloterplas,unofficial,Laurens Hulsman,5 stars,5 years ago,"2023-11-13,00:33:34",Geinig stadstrand. Zou kompleet zijn als er douches op het strand staan.,Fun city beach. Would be complete if there were showers on the beach.,fun city beach. would be complete if there were showers on the beach.
Sloterplas Beach,Sloterplas,unofficial,Rene Kuijer,4 stars,5 years ago,"2023-11-13,00:33:34","Goede duiken, jammer dat er een scherm in het water staat.","Good dives, too bad there is a screen in the water.","good dives, too bad there is a screen in the water."
Sloterplas Beach,Sloterplas,unofficial,m,1 star,5 years ago,"2023-11-13,00:33:35",Gevaarlijk water voor kleine kinderen door kuilen in de bodem,Dangerous water for small children due to potholes in soil,dangerous water for small children due to potholes in soil
Sloterplas Beach,Sloterplas,unofficial,Homam B,5 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Joyce,4 stars,5 years ago,"2023-11-13,00:33:35",Goed overzichtelijk. Leuke ijs karretjes en koffie. Toiletten en natuurlijk stand en aflopend het water in,Good overview. Nice ice cream carts and coffee. Toilets and of course stand and descend into the water,good overview. nice ice cream carts and coffee. toilets and of course stand and descend into the water
Sloterplas Beach,Sloterplas,unofficial,Sjoerd Druiven,4 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Tim Garthoff,5 stars,5 years ago,"2023-11-13,00:33:35","Nice beach in Amsterdam. Sand, grass, water ... some nice concrete bench-tables.","Nice beach in Amsterdam. Sand, grass, water ... some nice concrete bench-tables.","nice beach in amsterdam. sand, grass, water ... some nice concrete bench-tables."
Sloterplas Beach,Sloterplas,unofficial,Torsten Klemp,4 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Ya El,5 stars,5 years ago,"2023-11-13,00:33:35",Great relaxing area with shadow as well. Perfect to have a BBQ,Great relaxing area with shadow as well. Perfect to have a BBQ,great relaxing area with shadow as well. perfect to have a bbq
Sloterplas Beach,Sloterplas,unofficial,Gabriel Lores,5 stars,5 years ago,"2023-11-13,00:33:35",I enjoyed many cocks there. I recommend!,I enjoyed many cocks there. I recommend!,i enjoyed many cocks there. i recommend!
Sloterplas Beach,Sloterplas,unofficial,Sue Ellen Rocha,5 stars,5 years ago,"2023-11-13,00:33:35","Muito boa, good very good","Muito boa, good very good","muito boa, good very good"
Sloterplas Beach,Sloterplas,unofficial,Hamid EA,5 stars,5 years ago,"2023-11-13,00:33:35",Leuk strandje in Amsterdam West als het zonnetje schijnt. Hotel Buiten in de buurt voor een drankje.,Nice beach in Amsterdam West when the sun shines. Hotel Buiten nearby for a drink.,nice beach in amsterdam west when the sun shines. hotel buiten nearby for a drink.
Sloterplas Beach,Sloterplas,unofficial,Arie Muijlwijk,4 stars,5 years ago,"2023-11-13,00:33:35",Samen met het strand van Gaasperplas 1 van de leukste stadsstranden van Amsterdam. Die van Gaasperplas heeft wel een beter afgeschermd gebied voor kleine kinderen.,Together with Gaasperplas beach 1 of the nicest city beaches in Amsterdam. The one at Gaasperplas does have a better protected area for small children.,together with gaasperplas beach 1 of the nicest city beaches in amsterdam. the one at gaasperplas does have a better protected area for small children.
Sloterplas Beach,Sloterplas,unofficial,Ana Isabel Estevez Alonso,5 stars,5 years ago,"2023-11-13,00:33:35","No doubt this are the warmer and cleaner waters in the lake, perfect for swimming and paradise for children","No doubt this are the warmer and cleaner waters in the lake, perfect for swimming and paradise for children","no doubt this are the warmer and cleaner waters in the lake, perfect for swimming and paradise for children"
Sloterplas Beach,Sloterplas,unofficial,Marijke,5 stars,5 years ago,"2023-11-13,00:33:35",Leuk voor kinderen en volwassenen. Gras en zand om op te zitten en natuurlijk water.,"Fun for children and adults. Grass and sand to sit on and, of course, water.","fun for children and adults. grass and sand to sit on and, of course, water."
Sloterplas Beach,Sloterplas,unofficial,Esmael Meydani,5 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Kathirvel Sivasamy,5 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Jasmine Burgers,3 stars,5 years ago,"2023-11-13,00:33:35",Leuk.maar lang wachten voor je kan afrekenen!veel personeel.maar geen vast persoon boor de kassa!jammer.sfeer goed,Nice.but long wait before you can checkout!Lots of staff.But no regular person drill the cash register!Too bad.Atmosphere good,nice.but long wait before you can checkout!lots of staff.but no regular person drill the cash register!too bad.atmosphere good
Sloterplas Beach,Sloterplas,unofficial,Joanne,5 stars,5 years ago,"2023-11-13,00:33:35","Very cold but a great place. Would think twice before getting in the water though and just NEVER get in. But the view was amazing, great if you love nature!","Very cold but a great place. Would think twice before getting in the water though and just NEVER get in. But the view was amazing, great if you love nature!","very cold but a great place. would think twice before getting in the water though and just never get in. but the view was amazing, great if you love nature!"
Sloterplas Beach,Sloterplas,unofficial,Evelynn Thijsen,5 stars,5 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Sho Walker-Konno,5 stars,5 years ago,"2023-11-13,00:33:35","Beautiful spot, with a beach (!) Table tennis, and restaurant and bar nearby. In the autumn the council organised a free film festival with hammocks, music, and bonfires.","Beautiful spot, with a beach (!) Table tennis, and restaurant and bar nearby. In the autumn the council organised a free film festival with hammocks, music, and bonfires.","beautiful spot, with a beach (!) table tennis, and restaurant and bar nearby. in the autumn the council organised a free film festival with hammocks, music, and bonfires."
Sloterplas Beach,Sloterplas,unofficial,Ron Meer,3 stars,6 years ago,"2023-11-13,00:33:35",Druk op piek uren,Pressure at peak hours,pressure at peak hours
Sloterplas Beach,Sloterplas,unofficial,Cyril Landstra,5 stars,6 years ago,"2023-11-13,00:33:35",,,
Sloterplas Beach,Sloterplas,unofficial,Silvisabel Fajardo,4 stars,6 years ago,"2023-11-13,00:33:35","Great to go in a sunny day. They have a little beach by the side of the lake. A small section but you can swim if the water is not too cold. Had an awesome picnic with my friends. We painted, read and write while Sofy slept and it was just the perfect way to the sun tell us goodbye.","Great to go in a sunny day. They have a little beach by the side of the lake. A small section but you can swim if the water is not too cold. Had an awesome picnic with my friends. We painted, read and write while Sofy slept and it was just the perfect way to the sun tell us goodbye.","great to go in a sunny day. they have a little beach by the side of the lake. a small section but you can swim if the water is not too cold. had an awesome picnic with my friends. we painted, read and write while sofy slept and it was just the perfect way to the sun tell us goodbye."
Sloterplas Beach,Sloterplas,unofficial,Daan Trumpie,3 stars,6 years ago,"2023-11-13,00:33:35",,,
Bogortuin,Bogortuin,unofficial,Mijnheer Zelf!,3 stars,a month ago,"2023-11-13,00:33:58","Mooie locatie, maar bij goed weer veels te druk en toeristisch.","Beautiful location, but in good weather way too crowded and touristy.","beautiful location, but in good weather way too crowded and touristy."
Bogortuin,Bogortuin,unofficial,S.Emre Uraz,5 stars,4 months ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,Farah C,5 stars,4 months ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,marcel odor,4 stars,5 months ago,"2023-11-13,00:33:58","Ben er een paar keer geweest en voel me hier veilig. Tot nu toe steeds rustig maar heb ook een paar keer meegemaakt dat het druk is. Geen gedoe met harde muziek en ja ik zet ook mijn tel aan om wat muziek te spelen. Als je denkt aan je buren en hem aan zet zodat je hem zelf hoort en niet het hele park heeft niemand hier last van en laten we eerlijk zijn, het is een openbare plek in Amsterdam. Als je niks wilt horen blijf dan thuis onder het wol is mijn advies","Been there a few times and feel safe here. So far always quiet but have also experienced a few times when it is crowded. No hassle with loud music and yes I also turn on my tel to play some music. If you think about your neighbors and turn it on so you hear it yourself and not the whole park nobody is bothered by this and let's face it, it is a public place in Amsterdam. If you don't want to hear anything stay at home under the wool is my advice","been there a few times and feel safe here. so far always quiet but have also experienced a few times when it is crowded. no hassle with loud music and yes i also turn on my tel to play some music. if you think about your neighbors and turn it on so you hear it yourself and not the whole park nobody is bothered by this and let's face it, it is a public place in amsterdam. if you don't want to hear anything stay at home under the wool is my advice"
Bogortuin,Bogortuin,unofficial,ilias bensat,5 stars,8 months ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,Erik van der Linden,4 stars,9 months ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,M S,5 stars,a year ago,"2023-11-13,00:33:58",Love sitting here! Very nice views and you can also take a dip in the water!,Love sitting here! Very nice views and you can also take a dip in the water!,love sitting here! very nice views and you can also take a dip in the water!
Bogortuin,Bogortuin,unofficial,Pat Whelan,5 stars,a year ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,Nathalie,5 stars,a year ago,"2023-11-13,00:33:58",,,
Bogortuin,Bogortuin,unofficial,Niels,5 stars,a year ago,"2023-11-13,00:33:58",,,
