Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review
Sloterplas,Sloterplas,unofficial,Tom Hiltrop,5 stars,8 months ago,"2023-11-13,00:31:06",Mooi wandelgebied
Sloterplas,Sloterplas,unofficial,Bert Sluijp,5 stars,8 months ago,"2023-11-13,00:31:06",Behoorlijk mistig maar goed genoeg om een foto te maken!
Sloterplas,Sloterplas,unofficial,Nouri,4 stars,8 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Duncan de Waal,3 stars,8 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Michiel Hofmeester,5 stars,8 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,marvin vanheerdt,5 stars,8 months ago,"2023-11-13,00:31:06",Heerlijk. Natuur. Wandelen. Sporten. Water. Vogels.
Sloterplas,Sloterplas,unofficial,William Figg,5 stars,9 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,keezi walks,5 stars,9 months ago,"2023-11-13,00:31:06",Nice place to.bicycle
Sloterplas,Sloterplas,unofficial,Jouma Jalou,5 stars,9 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Lakadishi,5 stars,9 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,shikha swarnim,5 stars,9 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Karel Metz,5 stars,9 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Barragh Wayne,4 stars,9 months ago,"2023-11-13,00:31:06",A gorgeously placed sanctuary to escape the throes of a frenetic hectic tourist riddled centrum of the ALWAYS exquisite AMSTERDAM...
Sloterplas,Sloterplas,unofficial,Rosman Meli,5 stars,9 months ago,"2023-11-13,00:31:06","This park is incredible. I came here to cycle and was impressed with the bike lanes inside the park. I also found the famous I am Amsterdam sign, which was very popular back then, which brought back a lot of memories."
Sloterplas,Sloterplas,unofficial,Leanne Farrugia,4 stars,9 months ago,"2023-11-13,00:31:06",Although not very central it is a nice place to visit especially with children since there is a park were they can run and have fun
Sloterplas,Sloterplas,unofficial,Saeed K,5 stars,10 months ago,"2023-11-13,00:31:06",👍 Nice …
Sloterplas,Sloterplas,unofficial,JP,5 stars,10 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Alaa Khalil,4 stars,10 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Alejandro Barney Gutierrez,5 stars,10 months ago,"2023-11-13,00:31:06",This is a good park for runners. It is a 5-8 km loop around the lake depending on the route. Its great for walking and I swim a little once a week in this lake. There are 3 outdoor gyms and 3 waterfountains around the lake to refill your bottle or pet plate(metalic rectangles coming out of the ground with a botton on top) there are 2 or three areas with denser forest and you can sometimes get some sort of natural privacy. It has one beach area and grass area with access to the lake with metal stairs. It is a good place for family or couples.
Sloterplas,Sloterplas,unofficial,Baruch Droge,5 stars,10 months ago,"2023-11-13,00:31:06",Heerlijk in de natuur lopen
Sloterplas,Sloterplas,unofficial,نور الحلوچي,5 stars,10 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Frank Hallie,5 stars,10 months ago,"2023-11-13,00:31:06","Fijn Park, fijn water gebied"
Sloterplas,Sloterplas,unofficial,Börü Şanlıbayrak,5 stars,10 months ago,"2023-11-13,00:31:06","altijd wel een leuk sfeertje, vooral met lekker weer."
Sloterplas,Sloterplas,unofficial,D M S SULTAN,4 stars,10 months ago,"2023-11-13,00:31:06","It has been a windy and rainy day. Otherwise, it is good for visiting."
Sloterplas,Sloterplas,unofficial,sem sem,2 stars,10 months ago,"2023-11-13,00:31:06",Niks bijzonders.
Sloterplas,Sloterplas,unofficial,Stefan Hansson,5 stars,10 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Markella Vasalos,5 stars,10 months ago,"2023-11-13,00:31:06",NA
Sloterplas,Sloterplas,unofficial,Chef Jinni (‫الشيف جني‬),4 stars,10 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,منال قشيط,5 stars,10 months ago,"2023-11-13,00:31:07",Love the work and workera
Sloterplas,Sloterplas,unofficial,Alia Karamat Ali-Huijsers,5 stars,10 months ago,"2023-11-13,00:31:07",FANTASTISCH stukje natuur rondom de Sloterplas met een diversiteit aan vogels en aan bloemen en planten/bomen
Sloterplas,Sloterplas,unofficial,Ellen Breukels,5 stars,10 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Said Baba,5 stars,10 months ago,"2023-11-13,00:31:07",Top
Sloterplas,Sloterplas,unofficial,TAXImutant,5 stars,10 months ago,"2023-11-13,00:31:07","In the town, very close and accessible,  this lake and the park around it, offers a lot of possibilities to sport, have fun and for relaxation in the nature. There are also different places with activities and workshops; also for children and family. Also, there are several places where it is allowed to make open fire but pity, no BBQ allowed."
Sloterplas,Sloterplas,unofficial,Tiaki Jiu Jitsu,2 stars,11 months ago,"2023-11-13,00:31:07",La mitad de las letras están en el suelo porque forman parte de una instalación de parkour.
Sloterplas,Sloterplas,unofficial,Henk Barneveld.,4 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,N. Ghasemi Kamaliyeh,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Dmytro Kochetov,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Wujek “Tiesto” Arek,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Cees R,4 stars,11 months ago,"2023-11-13,00:31:07",Mooi park
Sloterplas,Sloterplas,unofficial,Nick Van t veen,1 star,11 months ago,"2023-11-13,00:31:07",Het is en blijft Amsterdam
Sloterplas,Sloterplas,unofficial,orlando lippo de la torre,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,AFG๛AMieRツ,5 stars,11 months ago,"2023-11-13,00:31:07",Als je van Amsterdam houd moet je hier even komen super mooi uitzicht 👀 …
Sloterplas,Sloterplas,unofficial,Piotr Wrobel,4 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Lud Bertier,4 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Michael Weber,5 stars,11 months ago,"2023-11-13,00:31:07",The Sloterplas is a very nice lake in the west of Amsterdam. All around You have nature. Paths to walk and bike. Places to chill and make sports. It is not so busy there so You can take a timeout and relax a little. You also can see here a wonderful sunset over the water. A romantic place. I love it!
Sloterplas,Sloterplas,unofficial,Olja Milosavljević,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Ghazal Moraadi,5 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Mariusz Pakulski,4 stars,11 months ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,F. Z.,5 stars,11 months ago,"2023-11-13,00:31:07",Lively view
Sloterplas,Sloterplas,unofficial,Ahmed Najem,5 stars,11 months ago,"2023-11-13,00:31:07",Parfait
Sloterplas,Sloterplas,unofficial,Bronwyn Ellis-Richards,5 stars,a year ago,"2023-11-13,00:31:07",Great for a novice cycler! Pretty woodland and lake not too far from the centre by bike.
Sloterplas,Sloterplas,unofficial,AD SD,5 stars,a year ago,"2023-11-13,00:31:07",Beautiful peaceful place
Sloterplas,Sloterplas,unofficial,Luk Man,4 stars,a year ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Paweł Babiec,5 stars,a year ago,"2023-11-13,00:31:07",NA
Sloterplas,Sloterplas,unofficial,Richard ten bosch,4 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Emre Keleş,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Sam Ab,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Andre Chaudron,3 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Léon Duvivié,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,sivasin gulu 58,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,D.J. Stolk,4 stars,a year ago,"2023-11-13,00:31:08",Relatief schoon hardlopen in de stad 👌🏽 …
Sloterplas,Sloterplas,unofficial,Indrek Gusev,4 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Jacoba Lagerweij,4 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Alex,5 stars,a year ago,"2023-11-13,00:31:08",Mooie plek
Sloterplas,Sloterplas,unofficial,Dennis van den Akker,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Thijs Box,5 stars,a year ago,"2023-11-13,00:31:08",Hele fijne pas
Sloterplas,Sloterplas,unofficial,Mahdi Vrielink,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Sandra Costa,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,SebastianGompka,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Bernardo de Arteaga,5 stars,a year ago,"2023-11-13,00:31:08",Beautiful lake.
Sloterplas,Sloterplas,unofficial,Abdelali Ben,4 stars,a year ago,"2023-11-13,00:31:08",Mooie uitzicht.
Sloterplas,Sloterplas,unofficial,Emil Simonis,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,VCD Group,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Remko Weingarten,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,‫د. معين البرش dr.moeen alborsh (د. معين البرش)‬,5 stars,a year ago,"2023-11-13,00:31:08",Fantastic
Sloterplas,Sloterplas,unofficial,Frank Schubert,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Casper Boulogne,4 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Supri Djadi,5 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Mourad Meraghni,5 stars,a year ago,"2023-11-13,00:31:08",Fabulous
Sloterplas,Sloterplas,unofficial,Oscar Andres Vargas Urbano,4 stars,a year ago,"2023-11-13,00:31:08","Buen parque aunque no tiene sentido que el letrero Amsterdam tenga una parte hacia el suelo. Literalmente no dice nada. Pero el parque es bueno y organizado como todo en Amsterdam. Tiene zona de playa para entrar a nadar, algunos restaurantes cerca, marcaciones en el suelo para correr. Diria que lo malo es que en la noche es super oscuro"
Sloterplas,Sloterplas,unofficial,Almajd AA,4 stars,a year ago,"2023-11-13,00:31:08",NA
Sloterplas,Sloterplas,unofficial,Peter Hofstee-Schenk,5 stars,a year ago,"2023-11-13,00:31:08",Mooi rustig park zonder toeristen
Sloterplas,Sloterplas,unofficial,Antonio Santos,5 stars,a year ago,"2023-11-13,00:31:09",É um lugar muito lindo
Sloterplas,Sloterplas,unofficial,Gisela Zabala,5 stars,a year ago,"2023-11-13,00:31:09",Una hermosa  vista del lago es un lugar  tranquilo y limpio
Sloterplas,Sloterplas,unofficial,galina molenar,3 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Dustan Daniel,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Monique Dijkstra,4 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Jose Verdijk,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Anuradha Jayathilaka,5 stars,a year ago,"2023-11-13,00:31:09",Relaxing place.
Sloterplas,Sloterplas,unofficial,Luis Hernández,4 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Shaun Garrido,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Jeroen Engel,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,mom of the four childeren,4 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Mario Schlindwein,5 stars,a year ago,"2023-11-13,00:31:09",Is experience wonderfull to my live.
Sloterplas,Sloterplas,unofficial,Rene Kuijer,4 stars,a year ago,"2023-11-13,00:31:09","Uitstekende duikstek, helder water.
Wel donker en koud op diepte."
Sloterplas,Sloterplas,unofficial,T Errabbaj,4 stars,a year ago,"2023-11-13,00:31:09",Tropisch 🌴 🐠 …
Sloterplas,Sloterplas,unofficial,rakel zetterlund,5 stars,a year ago,"2023-11-13,00:31:09","Nice fairly large lake surrounded by green spaces to sit and enjoy good weather. From the northern end, you can go for a swim at the dock or from the grass. On the west side is the little beach and pool/gym. The south is Osdorpplein. And the East Side has a boat rental for canoes,  kayaks, sups & more."
Sloterplas,Sloterplas,unofficial,Omar Sh,5 stars,a year ago,"2023-11-13,00:31:09",It's amazing plate
Sloterplas,Sloterplas,unofficial,adem tutucu,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Remy Vandenheede,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Harry De Koning,3 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Tania Botsion,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Hobbit,4 stars,a year ago,"2023-11-13,00:31:09",Great for a picnic and swim.
Sloterplas,Sloterplas,unofficial,Nick van de Klundert,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,ciinzya s,5 stars,a year ago,"2023-11-13,00:31:09",Très belle ville a visité
Sloterplas,Sloterplas,unofficial,Martina Radimerska,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Krystyna Rychert,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Alejandro Rodriguez,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Inouk,5 stars,a year ago,"2023-11-13,00:31:09",Prachtig hardlooprondje en ook goed om te zwemmen (wel het trappetje gebruiken om schrammen te voorkomen). Eigenlijk mijn favoriete plek in de stad.
Sloterplas,Sloterplas,unofficial,Hakan Keleş,5 stars,a year ago,"2023-11-13,00:31:09",NA
Sloterplas,Sloterplas,unofficial,Matias,5 stars,a year ago,"2023-11-13,00:31:10","Why it doesn’t appear like a green area in Google maps? It’s a big park, with parts that even look like a small forest."
Sloterplas,Sloterplas,unofficial,Johan Schotanus,4 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Jovan,5 stars,a year ago,"2023-11-13,00:31:10",Lake within the city is always cool
Sloterplas,Sloterplas,unofficial,Hajar Dora Henriëtte Mulder,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Gvantsa Purtseladze,5 stars,a year ago,"2023-11-13,00:31:10","The most beautiful and coziest park in Amsterdam for a lovely walk, cycling around or just for gathering with friends."
Sloterplas,Sloterplas,unofficial,Recep Güçlü,5 stars,a year ago,"2023-11-13,00:31:10",Good
Sloterplas,Sloterplas,unofficial,Valdir Amorim,4 stars,a year ago,"2023-11-13,00:31:10",Legal
Sloterplas,Sloterplas,unofficial,Wieda,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,nesim topdağ,5 stars,a year ago,"2023-11-13,00:31:10",Şehrin merkezinde yüzüp piknik yapacağınız çok güzel bir park
Sloterplas,Sloterplas,unofficial,Gerson Prosper Jr.,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Victor Seefldt,5 stars,a year ago,"2023-11-13,00:31:10",Trabalho muito
Sloterplas,Sloterplas,unofficial,Ahmad Rezai,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Adrian Czuczka,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Jörg Rausch,5 stars,a year ago,"2023-11-13,00:31:10",Super nature around the lake 👍 …
Sloterplas,Sloterplas,unofficial,André,3 stars,a year ago,"2023-11-13,00:31:10",Mooie plas wel veel troep
Sloterplas,Sloterplas,unofficial,Starving Banker,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Shriraj Datar,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Suhwa Lee,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Amel Alfarikh,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Gizi Dezső,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Vitaly Margelov,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Bartłomiej Duda,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Алла Яковлева,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,mohammad momeni,5 stars,a year ago,"2023-11-13,00:31:10",NA
Sloterplas,Sloterplas,unofficial,Terenice Nascimento,5 stars,a year ago,"2023-11-13,00:31:10","Perfeito o parque, muito bonito e seguro apesar de pouco movimento, tem policiamento fazendo rondas. Lugar pra lanchar e cafeteira."
Sloterplas,Sloterplas,unofficial,Hamid EA,5 stars,a year ago,"2023-11-13,00:31:10","Bootje varen, zwemmen, bbquen..alles is mogelijk. 1x in het jaar met Koningsdag wordt hier vuurwerk afgestoken (aanrader!). Ook is er elk jaar een week lang een buiten bioscoop voor zowel jong als oud."
Sloterplas,Sloterplas,unofficial,Saif Ali,5 stars,a year ago,"2023-11-13,00:31:10",Amazing walking area
Sloterplas,Sloterplas,unofficial,K J,5 stars,a year ago,"2023-11-13,00:31:11",Best Lake in Amsterdam
Sloterplas,Sloterplas,unofficial,Olav Botman,5 stars,a year ago,"2023-11-13,00:31:11",mooi stukje natuur in amsterdam
Sloterplas,Sloterplas,unofficial,Huang YenHsun,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Stef,5 stars,a year ago,"2023-11-13,00:31:11",Fijn meer om te fietsen of wandelen
Sloterplas,Sloterplas,unofficial,chelsea smilee,5 stars,a year ago,"2023-11-13,00:31:11",💙💙💙 …
Sloterplas,Sloterplas,unofficial,Andressa Maio,5 stars,a year ago,"2023-11-13,00:31:11","One of the best parks in Dam. Good place to swim, coffeshop with a view and a hidden gem, the Dam sigh"
Sloterplas,Sloterplas,unofficial,Rif Benisaid,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Anna Soloshenko,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Kerem Tarhan (Amsterdam),5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Soyeon Kim,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Dimitris Koureas,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,mohit kumar,5 stars,a year ago,"2023-11-13,00:31:11",Amazing picnic spot and walking trail
Sloterplas,Sloterplas,unofficial,Lahmar Emna,4 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,marc hekkers,4 stars,a year ago,"2023-11-13,00:31:11","Frisse neus. Lekkere ren- en wandelroutes. Goeie stek voor de beoefenaar van de frisbeesport of krijgskunst. Allerhande vogels, diverse pluimage."
Sloterplas,Sloterplas,unofficial,R.v. Spalburg,5 stars,a year ago,"2023-11-13,00:31:11",Een heel leuk plekje om hij het meertje te relaxen
Sloterplas,Sloterplas,unofficial,Sedin Handzic,5 stars,a year ago,"2023-11-13,00:31:11",Ok
Sloterplas,Sloterplas,unofficial,Цой,5 stars,a year ago,"2023-11-13,00:31:11",sehr schön
Sloterplas,Sloterplas,unofficial,wasim wattar,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Egmond Scheuer,4 stars,a year ago,"2023-11-13,00:31:11",Leuk
Sloterplas,Sloterplas,unofficial,Triantafyllos,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Uzma Shaik,4 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Moesini Saad,5 stars,a year ago,"2023-11-13,00:31:11",Mooie wandel roete
Sloterplas,Sloterplas,unofficial,Marie Linhartová,4 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Fernando Andrade,5 stars,a year ago,"2023-11-13,00:31:11","Jos is gewoon top!! En super gezellig!!!!..

Fernando"
Sloterplas,Sloterplas,unofficial,Lisa B.,5 stars,a year ago,"2023-11-13,00:31:11",NA
Sloterplas,Sloterplas,unofficial,Jan Weber,5 stars,a year ago,"2023-11-13,00:31:11",Rondje Sloterplas gelopen 5.9 km was prima
Sloterplas,Sloterplas,unofficial,A Ben,5 stars,2 years ago,"2023-11-13,00:31:11","Heerlijk park en omgeving waar je kan joggen  , fietsen , varen wandelen sporten .kort om hier gebeurt het allemaal ."
Sloterplas,Sloterplas,unofficial,Nynke,4 stars,2 years ago,"2023-11-13,00:31:12","Beautiful surroundings, great for dog walks. However, it's not the safest place to be, especially as a woman."
Sloterplas,Sloterplas,unofficial,Geertje Starreveld,5 stars,2 years ago,"2023-11-13,00:31:12",Lekker rustig dankzij het Nederlandse weer.
Sloterplas,Sloterplas,unofficial,Maxim E Kuil,5 stars,2 years ago,"2023-11-13,00:31:12",Mooie herfstdag bij de Sloterplas
Sloterplas,Sloterplas,unofficial,Jean-louis Raczynski,5 stars,2 years ago,"2023-11-13,00:31:12",Mooie omgeving herlijk om dat voor je deur te mogen hebben.
Sloterplas,Sloterplas,unofficial,Brian Geer,5 stars,2 years ago,"2023-11-13,00:31:12",Pareltje van nieuw west
Sloterplas,Sloterplas,unofficial,Chejjar Chejjar,5 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Yasin Yıldız,1 star,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Beytullah Emral,5 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,N vB,4 stars,2 years ago,"2023-11-13,00:31:12",Great sunsets!
Sloterplas,Sloterplas,unofficial,rosa Andrade,4 stars,2 years ago,"2023-11-13,00:31:12",Adorei calmo bom para relaxar.
Sloterplas,Sloterplas,unofficial,Milan Novak,3 stars,2 years ago,"2023-11-13,00:31:12",Nice place but...
Sloterplas,Sloterplas,unofficial,Viola Nie,5 stars,2 years ago,"2023-11-13,00:31:12","Wunderschöner und weitläufiger Park.
Vom Bahnhof Centraal regelmäßig mit Bus oder Tram gut zu erreichen, vom Bahnhof Sloterdijk in ca 35 min zu Fuß gut machbar.
Der Strandabschnitt, der zwischen Mai und September zum Schwimmen geöffnet ist, ein großer Kinderspielplatz, mehrere kleine Kletter bzw Parkour Gelegenheiten und vieles mehr läd zum längeren Verweilen ein. Der Blick auf das Wasser und einzelne Hochhäuser machen schöne Fotomotive.
Ein Besuch lohnt sich definitiv."
Sloterplas,Sloterplas,unofficial,Marinus Izeboud,4 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Konstantinos Christidis,5 stars,2 years ago,"2023-11-13,00:31:12",Nice for a run
Sloterplas,Sloterplas,unofficial,Ana Cavalcanti,5 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Rainbow Traveling Yogi,4 stars,2 years ago,"2023-11-13,00:31:12","Huge, great for a long walk. Cafes and restaurants close to the path."
Sloterplas,Sloterplas,unofficial,Suze van Scheppingen,5 stars,2 years ago,"2023-11-13,00:31:12",mooie natuurlijke omegeving
Sloterplas,Sloterplas,unofficial,Gerson Francisco Martinez,4 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Khang Võ,4 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Misha Kazmirchuk,5 stars,2 years ago,"2023-11-13,00:31:12",beautiful place
Sloterplas,Sloterplas,unofficial,edwin sony,2 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Gaurav Srivastava,5 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,moesa ibrahim,5 stars,2 years ago,"2023-11-13,00:31:12",Fantastisch
Sloterplas,Sloterplas,unofficial,Max Nebesny,5 stars,2 years ago,"2023-11-13,00:31:12","Great park with great plants and landscapes, very clean and tidy"
Sloterplas,Sloterplas,unofficial,Jona Mol,4 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,wesley Silva,4 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Dian S,5 stars,2 years ago,"2023-11-13,00:31:12",NA
Sloterplas,Sloterplas,unofficial,Exo Exo,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Sebastiaan Roosingh,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Mr. Guitar,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Piotr Głuszek,5 stars,2 years ago,"2023-11-13,00:31:13","Super miejsce gdzie można odpocząć, wyciszyć się oraz spędzić aktywnie czas"
Sloterplas,Sloterplas,unofficial,Arezo Torang,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Vasileios Tselios,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Erik Huiberts,5 stars,2 years ago,"2023-11-13,00:31:13",Mijn favoriete hardloop rondje.
Sloterplas,Sloterplas,unofficial,Loona Pruli,5 stars,2 years ago,"2023-11-13,00:31:13","Most beautiful park in Amsterdam. I have never ever in my life seen so many bunnies just chilling amongst other people. It is a beautiful calm park and I love to swim in the lake here as well. I would recommend it to all, especially bunny-enthusiasts!"
Sloterplas,Sloterplas,unofficial,Matias Hosselet,5 stars,2 years ago,"2023-11-13,00:31:13",Meilleur parc pour triper sous champis
Sloterplas,Sloterplas,unofficial,Elio Cinelli,5 stars,2 years ago,"2023-11-13,00:31:13",Tres belle promenade. Je recommande vivement à tous les promeneur champêtre.
Sloterplas,Sloterplas,unofficial,ROHIT KUMAR,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Jeroen Freriks,5 stars,2 years ago,"2023-11-13,00:31:13",NA
Sloterplas,Sloterplas,unofficial,Jesse,5 stars,2 years ago,"2023-11-13,00:31:13",Rondje Sloterplas altijd goed
Sloterplas,Sloterplas,unofficial,Shirin Nabo,4 stars,2 years ago,"2023-11-13,00:31:13",NA
